name,value,year,lastValue,rank
USDT,452.513729,2017.11,437.804577,8
STRAT,448.548851,2018.06,752.677613,54
REP,448.065200,2018.06,432.459500,32
GAS,447.865450,2018.02,298.930506,100
ETN,445.858615,2018.03,428.962790,61
PAY,444.276795,2018.01,245.283200,89
DRGN,444.261138,2018.02,608.560081,112
ARK,443.849338,2018.02,771.290051,56
ZRX,442.258957,2018.11,343.907452,37
DOGE,440.812519,2018.11,677.834331,23
BTG,440.729301,2018.08,501.693331,24
BTG,439.824841,2018.10,368.428939,25
PPT,439.067581,2018.04,782.032003,57
STEEM,438.143877,2018.07,644.492722,37
USDT,437.804577,2017.10,350.148972,8
DCR,436.817908,2018.08,504.514460,28
STEEM,434.226527,2018.04,1078.356345,36
REP,432.459500,2018.05,281.495500,32
ETC,432.377777,2019.02,583.194524,18
WAVES,431.642000,2018.06,746.437000,21
ARDR,430.707643,2017.12,246.030599,50
LRC,429.334835,2018.02,139.606400,65
ETN,428.962790,2018.02,433.322378,61
VERI,428.210814,2018.03,676.076674,91
BTS,427.901860,2018.08,421.160379,40
KMD,427.883522,2018.03,454.272259,41
ZRX,427.231415,2018.01,105.609000,31
ZRX,427.145833,2018.09,514.342492,35
QTUM,426.628024,2018.09,574.562418,25
ZEC,424.699693,2018.12,609.649092,21
XRP,423.473386,2015.02,753.340322,1
ARDR,423.371990,2018.05,236.889753,61
BTS,421.160379,2018.07,590.269764,40
SYS,421.122732,2018.01,169.343259,85
BCN,417.868515,2018.10,454.912535,40
KMD,417.840872,2018.05,277.033341,46
BAT,416.206000,2018.02,563.300000,22
DGB,414.328917,2018.02,634.456504,33
DASH,411.019134,2017.04,302.789487,7
BTM,409.260304,2018.07,656.046069,51
DOGE,408.089278,2018.06,602.519225,22
XVG,406.742014,2018.07,613.413679,48
XRP,406.333853,2014.12,135.218048,1
BAT,405.679000,2018.03,416.206000,22
NEO,405.432500,2017.08,404.759500,12
NEO,404.759500,2017.07,67.597000,10
ARK,404.512126,2018.03,443.849338,56
AE,403.922347,2018.08,495.869895,47
HC,403.543663,2018.03,490.943151,63
REP,403.497600,2018.07,448.065200,32
BCN,402.412236,2018.04,796.658212,38
BCN,402.340277,2017.07,673.914698,23
SC,399.776095,2018.07,537.824564,49
GNT,399.704926,2017.06,184.714840,29
ARDR,398.695703,2018.03,534.789405,55
NANO,398.524313,2018.09,222.142220,41
EOS,398.523490,2017.09,458.117403,4
ELF,397.027500,2018.02,262.865000,69
NAS,396.879350,2018.05,174.850280,89
ICX,394.629814,2018.08,682.189103,34
LTC,390.795465,2017.04,196.290700,3
MKR,390.377327,2018.08,350.792328,14
GNT,389.886466,2017.07,399.704926,31
IOST,389.775960,2018.06,540.416520,52
MONA,389.551652,2017.12,148.116678,76
XRP,389.032252,2015.03,423.473386,1
