name,value,year,lastValue,rank
REP,874.188700,2018.01,322.511200,30
XMR,872.187905,2019.01,982.006148,13
STRAT,854.337322,2017.06,79.882913,29
OMG,854.103301,2018.07,1178.866988,27
BCD,851.504481,2018.05,327.161132,44
XTZ,847.392538,2018.09,1007.380852,20
AE,845.743143,2018.06,1081.620446,48
BCN,841.862709,2018.02,1170.955268,37
XMR,841.185581,2019.03,727.418402,13
XEM,840.643200,2018.11,937.143000,19
ZEC,840.577415,2018.08,785.783080,21
BTS,825.169012,2018.02,2066.081537,38
MIOTA,823.651399,2018.12,1342.777182,14
ICX,820.750732,2018.04,1433.139426,34
MIOTA,818.683012,2019.03,717.716151,14
QTUM,814.058181,2018.07,1304.574683,26
USDT,813.735698,2017.12,452.513729,9
LSK,809.816711,2018.04,1967.181369,30
ETH,809.492236,2016.05,912.861404,2
BNB,809.466354,2019.01,686.750930,7
LTC,809.254702,2017.05,390.795465,4
XTZ,809.108579,2018.10,847.392538,20
ONT,803.477944,2018.07,967.694319,16
BCN,796.658212,2018.03,841.862709,36
MIOTA,795.268086,2017.08,1062.472671,11
XTZ,794.711088,2018.11,809.108579,20
STRAT,794.304011,2018.03,921.407615,49
DASH,789.324067,2018.12,1299.718548,15
XVG,788.433392,2018.02,2090.070737,44
ZEC,785.783080,2018.07,1015.834829,21
PPT,782.032003,2018.03,1974.212940,53
OMG,778.587755,2018.08,854.103301,27
BTG,772.834074,2018.06,1287.501089,25
ARK,771.290051,2018.01,357.440623,54
VERI,768.913083,2018.01,202.155167,84
XRP,753.340322,2015.01,406.333853,2
STRAT,752.677613,2018.05,361.243816,55
LSK,750.478919,2017.09,228.757409,24
WAVES,746.437000,2018.05,375.779000,22
HC,746.158805,2017.12,327.531784,57
ETH,733.331654,2017.01,671.587252,2
DCR,732.195693,2018.06,582.199404,29
XMR,727.418402,2019.02,872.187905,13
BTG,726.477459,2018.04,1882.502841,25
ETH,725.809584,2016.08,989.751702,2
DASH,721.571991,2019.03,585.201223,15
QTUM,721.428795,2017.11,701.014400,24
VET,720.562188,2018.10,987.931646,22
DASH,717.906996,2019.01,789.324067,15
MIOTA,717.716151,2019.02,1097.094206,14
NANO,714.038940,2018.04,2157.969369,41
XVG,707.156671,2018.04,879.069520,48
DCR,701.940712,2018.01,347.975167,27
ZEC,701.255293,2018.04,1316.684324,21
XEM,701.127573,2018.12,840.643200,20
QTUM,701.014400,2017.10,967.305000,22
ZRX,691.347021,2018.05,277.283347,36
SC,686.753877,2018.03,881.195367,45
BNB,686.750930,2018.12,1252.152306,7
ICX,682.189103,2018.07,1078.152754,35
ZRX,682.082331,2018.06,691.347021,36
MKR,679.767538,2019.03,277.427317,16
DOGE,677.834331,2018.10,579.769447,24
VERI,676.076674,2018.02,768.913083,90
BCN,673.914698,2017.06,39.859619,22
ETH,671.587252,2016.12,920.236997,2
WAVES,667.759000,2018.03,620.202000,21
KCS,662.673416,2018.01,42.781323,45
BCN,659.778819,2018.07,1169.192230,40
BTM,656.046069,2018.06,961.886772,52
ETH,655.748796,2016.03,187.200922,2
ZRX,653.538916,2018.02,427.231415,33
XMR,649.038678,2017.08,629.999041,10
STEEM,644.492722,2018.06,1030.425599,38
REP,642.438500,2018.02,874.188700,31
MKR,642.320106,2018.05,311.871799,15
PIVX,642.160616,2018.01,244.766601,67
XMR,640.908998,2017.06,331.700454,7
DGB,634.456504,2018.01,73.331890,33
LSK,633.100685,2018.07,998.368975,30
LTC,631.135532,2014.01,595.264231,3
XMR,629.999041,2017.07,640.908998,8
MKR,627.680473,2018.03,709.867672,15
NXT,626.887448,2018.01,366.407205,96
DASH,626.648183,2017.05,411.019134,8
ZEC,625.038401,2018.10,840.577415,21
STRAT,624.871313,2017.09,548.331992,37
DOGE,621.726561,2018.03,505.797136,22
WAVES,620.202000,2018.02,1334.980000,21
WTC,617.238282,2018.02,285.472550,67
XVG,613.413679,2018.06,1212.954252,49
LSK,612.565916,2017.10,750.478919,25
OMG,612.476045,2017.11,904.294642,25
WAVES,611.130000,2017.12,318.643000,21
ZEC,609.649092,2018.11,625.038401,21
OMG,609.307352,2018.09,778.587755,27
KCS,607.179020,2018.02,662.673416,48
AE,605.601565,2018.02,322.297606,43
XEM,604.254087,2019.01,701.127573,20
SNT,603.926648,2018.02,1101.288620,51
DOGE,602.519225,2018.05,318.465574,23
ETC,600.839145,2017.05,238.854521,10
BTS,600.038193,2018.03,825.169012,37
ZEC,595.972090,2017.10,533.118417,18
BTS,590.269764,2018.06,987.657178,41
DASH,585.201223,2019.02,717.906996,15
ETC,583.194524,2019.01,548.592459,19
STRAT,583.043703,2017.12,284.087766,45
DCR,582.199404,2018.05,294.532447,29
GNT,581.919436,2018.05,173.484783,58
MONA,580.166898,2018.01,389.551652,83
DOGE,579.769447,2018.09,340.387652,23
STRAT,578.879208,2017.07,854.337322,30
VET,577.450153,2018.11,720.562188,22
QTUM,574.562418,2018.08,814.058181,26
NEO,573.273850,2019.03,469.944267,18
LTC,568.439658,2014.02,631.135532,3
ZIL,566.563949,2018.07,876.748901,32
SNT,563.884206,2018.05,321.617021,57
BAT,563.300000,2018.01,169.221000,23
NANO,562.299786,2018.06,1138.997049,42
BTS,556.410867,2017.07,235.658344,25
DCR,553.167969,2018.03,536.367814,27
ZEC,553.082939,2017.11,595.972090,19
ADA,552.399572,2017.11,628.899052,11
HC,551.291957,2018.05,246.954315,70
DGD,549.378000,2018.05,462.470000,100
AE,549.075459,2018.03,605.601565,43
ETC,548.592459,2018.12,966.535113,19
STRAT,548.331992,2017.08,578.879208,34
LRC,542.612802,2018.05,210.726906,72
IOST,540.416520,2018.05,193.820760,53
SC,537.824564,2018.06,954.914753,50
DCR,536.367814,2018.02,701.940712,27
SNT,535.339477,2018.03,603.926648,51
ARDR,534.789405,2018.02,1837.230001,56
ZEC,533.118417,2017.09,354.899725,17
FCT,527.840365,2018.01,196.177999,57
GBYTE,525.082997,2018.01,158.516218,101
NEO,524.970059,2019.01,517.354499,18
WAVES,523.429000,2017.09,350.913000,18
AION,521.923343,2018.05,240.672571,84
PPT,520.075316,2017.12,134.663007,48
GNT,519.482406,2018.06,581.919436,58
NEO,517.354499,2018.12,1050.660000,18
ZRX,514.342492,2018.08,507.059110,36
LSK,513.809667,2018.09,473.135045,30
ZRX,507.059110,2018.07,682.082331,36
DOGE,505.797136,2018.02,1029.797362,22
DCR,504.514460,2018.07,732.195693,29
REQ,502.145756,2018.01,43.162920,109
BTG,501.693331,2018.07,772.834074,25
OMG,499.318496,2018.10,609.307352,28
MAID,498.409548,2018.01,227.424784,59
REP,497.055900,2018.03,642.438500,31
WAN,496.777743,2018.06,933.036888,83
ELF,496.195000,2018.05,130.660750,78
AE,495.869895,2018.07,845.743143,48
EOS,495.710880,2017.11,249.766733,5
LSK,494.786380,2017.11,612.565916,27
WTC,492.747392,2018.03,617.238282,67
DGB,492.507939,2018.05,181.049020,37
BAT,491.364000,2018.05,199.357000,24
HC,490.943151,2018.02,1113.240074,64
BTM,488.616324,2018.04,388.537485,51
MKR,486.944630,2018.06,642.320106,15
WAVES,485.045000,2017.10,523.429000,19
